ID,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
1191,26,female,High School,67059,0,MORTGAGE,5000,VENTURE,6.99,0.07,5,636,Yes,0
1192,23,male,High School,59787,0,MORTGAGE,5000,MEDICAL,15.21,0.08,2,628,No,1
1193,23,female,Bachelor,47229,2,RENT,13000,EDUCATION,11.56,0.28,4,579,No,1
1194,36,female,High School,62431,14,RENT,6439,EDUCATION,14.99,0.1,13,684,No,0
1195,22,female,Associate,222975,2,RENT,25000,MEDICAL,11.36,0.11,2,593,Yes,0
1196,23,male,Associate,65802,3,RENT,20000,PERSONAL,11.12,0.3,2,628,No,1
1197,22,male,High School,51316,0,OWN,12000,EDUCATION,11.01,0.23,4,642,Yes,0
1198,33,female,High School,80762,8,MORTGAGE,9200,PERSONAL,11.01,0.11,7,593,Yes,0
1199,42,female,Associate,36200,20,RENT,3450,MEDICAL,8,0.1,17,652,Yes,0
1200,21,male,Bachelor,66963,0,RENT,14000,EDUCATION,6.54,0.21,2,627,Yes,0
1201,24,female,High School,98872,5,MORTGAGE,3500,EDUCATION,11.01,0.04,4,646,No,0
1202,23,female,High School,19893,0,RENT,4500,VENTURE,5.99,0.23,4,636,No,1
1203,31,male,High School,151235,7,RENT,3482,MEDICAL,13.49,0.02,9,582,Yes,0
1204,28,male,Bachelor,150676,6,MORTGAGE,15000,VENTURE,12.53,0.1,5,640,No,0
1205,23,male,Bachelor,72817,0,MORTGAGE,4000,DEBTCONSOLIDATION,7.14,0.05,3,676,Yes,0
1206,28,male,Bachelor,76089,6,RENT,12000,DEBTCONSOLIDATION,11.01,0.16,7,676,Yes,0
1207,27,male,Bachelor,43057,5,RENT,7000,VENTURE,14.91,0.16,8,686,No,1
1208,24,male,Associate,48777,0,RENT,2000,PERSONAL,11.01,0.04,4,607,Yes,0
1209,36,male,Associate,72983,9,RENT,15000,HOMEIMPROVEMENT,11.01,0.21,12,479,Yes,0
1210,22,male,High School,101455,1,MORTGAGE,2825,DEBTCONSOLIDATION,5.99,0.03,4,569,No,0
1211,34,female,Bachelor,72662,12,MORTGAGE,7000,EDUCATION,12.53,0.1,10,628,No,0
1212,24,female,Associate,41698,3,RENT,1529,HOMEIMPROVEMENT,9.14,0.04,2,557,No,1
1213,38,female,Associate,67177,17,RENT,14000,HOMEIMPROVEMENT,11.48,0.21,16,686,Yes,0
1214,34,male,Bachelor,134540,15,RENT,6000,HOMEIMPROVEMENT,9.99,0.04,9,717,No,0
1215,39,male,High School,46466,14,RENT,7000,DEBTCONSOLIDATION,11.49,0.15,16,528,Yes,0
1216,30,female,Master,121157,10,MORTGAGE,13000,EDUCATION,7.88,0.11,9,673,Yes,0
1217,26,male,High School,76783,4,RENT,12177,MEDICAL,10.33,0.16,8,578,Yes,0
1218,32,female,Master,79157,11,MORTGAGE,12000,VENTURE,7.54,0.15,6,668,No,0
1219,23,female,Bachelor,47191,0,RENT,7000,MEDICAL,11.14,0.15,2,528,Yes,0
1220,21,male,Bachelor,133205,0,MORTGAGE,14000,VENTURE,9.99,0.11,2,654,No,0
1221,22,female,Bachelor,26137,0,MORTGAGE,1625,DEBTCONSOLIDATION,16.89,0.06,3,596,No,1
1222,24,male,High School,21175,0,RENT,3927,DEBTCONSOLIDATION,10.81,0.19,3,599,No,1
1223,29,male,Bachelor,52914,4,MORTGAGE,10000,MEDICAL,8,0.19,9,539,Yes,0
1224,22,male,High School,69625,0,RENT,10400,EDUCATION,13.49,0.15,3,650,Yes,0
1225,24,female,Master,93699,2,MORTGAGE,5898,DEBTCONSOLIDATION,6.43,0.06,4,695,No,0
1226,28,male,Bachelor,78873,7,MORTGAGE,9000,MEDICAL,5.99,0.11,5,694,No,0
1227,22,male,Master,58925,0,RENT,5000,PERSONAL,11.12,0.08,2,670,No,0
1228,33,male,Associate,60860,8,MORTGAGE,10000,HOMEIMPROVEMENT,9.99,0.16,7,662,No,0
1229,29,female,High School,58049,2,MORTGAGE,3500,VENTURE,8.9,0.06,9,681,Yes,0
1230,25,female,High School,67409,4,RENT,18000,HOMEIMPROVEMENT,10.99,0.27,4,646,No,1
1231,25,female,Bachelor,49750,2,MORTGAGE,9700,MEDICAL,9.63,0.19,4,538,Yes,0
1232,26,male,Master,96823,3,RENT,10000,EDUCATION,8.49,0.1,4,563,Yes,0
1233,38,male,High School,58491,17,MORTGAGE,8400,EDUCATION,12.33,0.14,15,692,No,0
1234,27,male,Master,96984,4,MORTGAGE,10000,DEBTCONSOLIDATION,12.68,0.1,5,643,Yes,0
1235,25,female,High School,51352,4,RENT,7400,EDUCATION,16.32,0.14,4,686,No,1
1236,30,male,Associate,101755,7,MORTGAGE,12000,PERSONAL,11.11,0.12,7,630,No,0
1237,30,female,Associate,47609,8,RENT,2300,MEDICAL,8.59,0.05,8,634,Yes,0
1238,23,male,Master,67033,0,MORTGAGE,15000,EDUCATION,11.01,0.22,4,640,Yes,0
1239,25,male,Bachelor,57938,1,MORTGAGE,6500,EDUCATION,8.59,0.11,3,631,Yes,0
1240,23,male,Bachelor,75779,0,MORTGAGE,12000,EDUCATION,6.91,0.16,2,661,Yes,0
1241,44,male,Bachelor,85268,19,RENT,6000,DEBTCONSOLIDATION,5.79,0.07,16,537,Yes,0
1242,32,male,Bachelor,84893,8,MORTGAGE,11233,DEBTCONSOLIDATION,9.26,0.13,6,681,Yes,0
1243,32,female,Bachelor,124941,12,MORTGAGE,33000,PERSONAL,18.64,0.26,6,712,No,1
1244,37,male,Bachelor,76720,13,MORTGAGE,9391,MEDICAL,11.3,0.12,11,610,No,1
1245,33,male,High School,29781,6,OWN,1875,HOMEIMPROVEMENT,11.01,0.06,9,611,Yes,0
1246,30,female,Bachelor,95660,8,MORTGAGE,20000,DEBTCONSOLIDATION,13.72,0.21,10,678,Yes,0
1247,24,male,High School,90080,2,RENT,6800,DEBTCONSOLIDATION,20,0.08,2,666,No,1
1248,32,male,Associate,48636,10,RENT,12000,DEBTCONSOLIDATION,11.89,0.25,10,587,Yes,0
1249,26,female,Bachelor,58809,1,RENT,4200,MEDICAL,6.92,0.07,3,692,Yes,0
1250,23,male,Bachelor,97031,0,MORTGAGE,4000,VENTURE,15.23,0.04,3,579,Yes,0
1251,33,male,High School,166773,10,RENT,35000,PERSONAL,18.64,0.21,7,664,No,1
1252,32,female,Bachelor,148522,10,MORTGAGE,15200,VENTURE,15.95,0.1,9,557,Yes,0
1253,29,female,Associate,90857,7,MORTGAGE,4000,MEDICAL,10.75,0.04,9,652,No,0
1254,32,female,Master,86339,8,RENT,15000,EDUCATION,15.95,0.17,9,708,No,1
1255,31,female,Associate,49801,9,MORTGAGE,6400,HOMEIMPROVEMENT,8.49,0.13,6,614,Yes,0
1256,31,female,Master,45033,7,RENT,10000,EDUCATION,7.93,0.22,7,703,Yes,0
1257,29,male,Bachelor,51402,3,RENT,9018,PERSONAL,12.7,0.18,5,533,No,0
1258,25,female,High School,36830,4,RENT,1638,PERSONAL,14.97,0.04,4,536,Yes,0
1259,30,male,Master,79187,8,MORTGAGE,6250,PERSONAL,12.87,0.08,9,644,Yes,0
1260,21,male,High School,123563,0,RENT,10000,EDUCATION,11.01,0.08,3,616,No,0
1261,23,male,Associate,94522,1,MORTGAGE,15000,EDUCATION,12.99,0.16,4,640,No,0
1262,24,female,High School,56493,0,RENT,20000,DEBTCONSOLIDATION,11.7,0.35,3,498,No,1
1263,37,female,Associate,936964,11,RENT,7500,HOMEIMPROVEMENT,12.18,0.01,15,652,Yes,0
1264,34,male,Bachelor,66746,8,MORTGAGE,7000,EDUCATION,13.49,0.1,10,679,No,0
1265,22,male,Bachelor,49908,1,RENT,5000,VENTURE,11.01,0.1,2,692,No,0
1266,25,female,High School,124869,5,MORTGAGE,29194,PERSONAL,11.18,0.23,2,641,No,0
1267,29,female,Bachelor,65656,7,MORTGAGE,14800,MEDICAL,15.31,0.23,10,637,No,1
1268,35,male,Bachelor,25019,10,OWN,5500,VENTURE,7.66,0.22,8,649,No,0
1269,24,female,High School,104115,2,MORTGAGE,12000,MEDICAL,15.99,0.12,4,576,No,1
1270,30,female,Associate,228744,6,RENT,15000,DEBTCONSOLIDATION,11.48,0.07,8,655,Yes,0
1271,27,female,Master,54988,6,RENT,17966,DEBTCONSOLIDATION,12.77,0.33,7,574,No,1
1272,22,female,High School,75923,0,RENT,10000,PERSONAL,11.89,0.13,3,658,No,1
1273,29,male,Bachelor,42644,4,OWN,8300,HOMEIMPROVEMENT,7.9,0.19,7,673,Yes,0
1274,27,female,High School,39601,4,RENT,10000,EDUCATION,12.42,0.25,8,682,No,1
1275,29,female,Associate,61171,6,RENT,5070,DEBTCONSOLIDATION,10.51,0.08,10,693,No,0
1276,43,male,High School,52602,23,MORTGAGE,15000,MEDICAL,8.88,0.29,12,682,No,0
1277,25,female,High School,54097,6,RENT,24000,DEBTCONSOLIDATION,11.36,0.44,7,721,No,1
1278,32,male,High School,32102,6,MORTGAGE,2400,VENTURE,14.96,0.07,6,566,No,0
1279,23,female,Associate,82699,2,RENT,14400,PERSONAL,17.99,0.17,3,696,No,1
1280,25,female,Associate,31132,5,RENT,6000,DEBTCONSOLIDATION,16.4,0.19,2,672,No,1
1281,61,male,High School,94360,39,MORTGAGE,8525,PERSONAL,14.54,0.09,27,673,No,1
1282,28,male,Bachelor,58706,6,MORTGAGE,3000,VENTURE,11.99,0.05,6,658,No,0
1283,26,female,Bachelor,73064,5,MORTGAGE,16000,EDUCATION,7.9,0.22,2,560,Yes,0
1284,24,female,Associate,90684,1,MORTGAGE,19750,VENTURE,11.12,0.22,3,632,Yes,0
1285,31,female,High School,84924,9,RENT,8000,EDUCATION,10.99,0.09,6,618,No,0
1286,21,male,High School,35797,0,RENT,11325,DEBTCONSOLIDATION,9.91,0.32,3,527,No,1
1287,22,female,High School,56368,0,RENT,2000,EDUCATION,11.36,0.04,4,669,Yes,0
1288,23,female,Bachelor,81679,1,MORTGAGE,16000,EDUCATION,16.32,0.2,2,659,No,0
1289,24,male,Bachelor,141568,1,MORTGAGE,10800,MEDICAL,11.01,0.08,3,690,Yes,0
1290,29,male,Associate,90039,5,MORTGAGE,3000,EDUCATION,16.32,0.03,6,690,No,1
1291,29,female,High School,88637,10,MORTGAGE,12000,EDUCATION,7.45,0.14,8,622,Yes,0
1292,32,female,Associate,63723,9,RENT,14000,HOMEIMPROVEMENT,11.01,0.22,10,616,Yes,0
1293,37,female,Doctorate,52762,17,RENT,10000,MEDICAL,7.9,0.19,16,721,No,0
1294,25,male,Bachelor,61342,1,RENT,19000,HOMEIMPROVEMENT,10.99,0.31,4,645,No,1
1295,28,male,High School,56042,6,RENT,2884,VENTURE,12.52,0.05,8,624,Yes,0
1296,25,female,Bachelor,36763,3,MORTGAGE,12000,HOMEIMPROVEMENT,5.99,0.33,4,655,No,1
1297,24,male,Associate,27272,3,OWN,3000,EDUCATION,16,0.11,2,715,No,0
1298,24,female,Bachelor,52229,3,MORTGAGE,2500,HOMEIMPROVEMENT,13.49,0.05,4,615,No,0
1299,22,female,High School,13936,0,RENT,3600,VENTURE,12.23,0.26,3,600,No,1
1300,23,female,Bachelor,91070,5,RENT,12000,EDUCATION,14.27,0.13,2,600,Yes,0
1301,26,male,Associate,97163,2,RENT,20000,EDUCATION,10.05,0.21,6,643,No,0
1302,34,female,Associate,66068,13,MORTGAGE,2000,HOMEIMPROVEMENT,9.05,0.03,10,619,Yes,0
1303,21,female,High School,43350,0,RENT,3500,DEBTCONSOLIDATION,12.53,0.08,4,676,Yes,0
1304,39,female,High School,29843,16,OWN,7650,PERSONAL,12.49,0.26,12,600,Yes,0
1305,26,female,Associate,577186,0,MORTGAGE,25000,EDUCATION,14.38,0.04,3,579,Yes,0
1306,22,male,High School,131462,1,MORTGAGE,10000,MEDICAL,12.23,0.08,4,647,No,1
1307,28,male,Associate,62824,7,RENT,12000,HOMEIMPROVEMENT,13.35,0.19,5,546,Yes,0
1308,29,male,Bachelor,41710,7,MORTGAGE,10200,MEDICAL,17.27,0.24,5,692,No,1
1309,29,male,Bachelor,52287,4,RENT,5565,PERSONAL,9.07,0.11,6,552,No,0
1310,31,female,Master,127378,7,RENT,24250,MEDICAL,15.31,0.19,5,555,No,1
1311,33,male,Associate,131792,11,MORTGAGE,15000,MEDICAL,11.49,0.11,5,691,Yes,0
1312,24,female,Associate,49243,0,RENT,7000,EDUCATION,11.38,0.14,3,646,No,0
1313,25,male,Bachelor,63141,2,RENT,6000,DEBTCONSOLIDATION,12.18,0.1,4,566,Yes,0
1314,24,male,Master,127003,1,MORTGAGE,4000,VENTURE,11.34,0.03,4,660,Yes,0
1315,25,female,High School,41262,3,MORTGAGE,12000,VENTURE,9.99,0.29,3,633,Yes,0
1316,24,female,Associate,85410,0,OWN,15000,EDUCATION,12.18,0.18,2,599,Yes,0
1317,30,female,Master,35885,7,RENT,6000,PERSONAL,15.58,0.17,8,578,No,1
1318,30,female,Master,108796,9,MORTGAGE,13000,EDUCATION,11.89,0.12,10,661,Yes,0
1319,22,male,Associate,51025,0,RENT,10000,EDUCATION,6.92,0.2,2,659,No,0
1320,25,female,Master,46413,3,RENT,7000,EDUCATION,10.09,0.15,5,581,Yes,0
1321,25,male,Master,36750,4,RENT,4000,MEDICAL,9.76,0.11,3,638,Yes,0
1322,23,female,Master,84953,1,RENT,11500,VENTURE,11.86,0.14,3,674,Yes,0
1323,25,female,High School,44060,3,MORTGAGE,6000,PERSONAL,7.88,0.14,4,601,Yes,0
1324,25,female,Associate,267671,0,MORTGAGE,25000,MEDICAL,15.7,0.09,2,582,No,1
1325,22,female,Master,31526,2,MORTGAGE,7000,VENTURE,6.99,0.22,2,677,No,0
1326,25,male,Associate,52704,0,RENT,10000,EDUCATION,8.01,0.19,3,640,Yes,0
1327,22,male,Bachelor,121090,3,MORTGAGE,20000,EDUCATION,6.91,0.17,4,586,Yes,0
1328,45,male,Associate,150976,24,MORTGAGE,10000,PERSONAL,11.01,0.07,12,697,Yes,0
1329,27,female,Master,45610,3,RENT,7900,EDUCATION,11.11,0.17,7,550,Yes,0
1330,23,male,Bachelor,45370,0,RENT,5500,DEBTCONSOLIDATION,15.31,0.12,2,570,No,1
1331,30,female,Associate,58818,10,RENT,7200,EDUCATION,10.39,0.12,8,619,No,0
1332,35,male,Bachelor,100733,13,MORTGAGE,15000,HOMEIMPROVEMENT,11.01,0.15,7,569,Yes,0
1333,23,female,Bachelor,130858,1,MORTGAGE,4000,DEBTCONSOLIDATION,11.01,0.03,2,567,No,1
1334,33,male,High School,135905,6,RENT,6092,DEBTCONSOLIDATION,6.47,0.04,12,615,Yes,0
1335,24,male,Bachelor,120907,3,MORTGAGE,10000,MEDICAL,13.61,0.08,3,700,Yes,0
1336,29,male,Bachelor,56607,5,RENT,3500,EDUCATION,11.36,0.06,5,694,No,0
1337,29,male,Bachelor,73011,5,MORTGAGE,10000,PERSONAL,15.25,0.14,5,632,Yes,0
1338,24,male,Associate,44417,0,MORTGAGE,7000,DEBTCONSOLIDATION,11.11,0.16,4,629,Yes,0
1339,25,male,Bachelor,79052,4,MORTGAGE,5000,PERSONAL,7.29,0.06,4,585,No,0
1340,30,female,Bachelor,161768,9,MORTGAGE,5463,VENTURE,11.09,0.03,5,655,No,0
1341,46,male,Master,162912,21,RENT,8000,VENTURE,11.01,0.05,14,652,Yes,0
1342,26,female,Bachelor,91794,6,MORTGAGE,3000,VENTURE,11.39,0.03,5,625,Yes,0
1343,30,male,Master,151295,8,MORTGAGE,25000,PERSONAL,10.81,0.17,4,636,Yes,0
1344,29,male,Bachelor,147154,4,MORTGAGE,11200,MEDICAL,6.7,0.08,8,650,Yes,0
1345,23,male,Bachelor,72157,1,MORTGAGE,7412,PERSONAL,6.97,0.1,3,616,Yes,0
1346,28,male,High School,39161,5,RENT,7750,MEDICAL,14.22,0.2,5,612,No,0
1347,23,male,Master,85109,0,OWN,11000,VENTURE,7.14,0.13,4,653,No,0
1348,25,male,Bachelor,51085,2,RENT,3200,MEDICAL,15.7,0.06,2,618,No,1
1349,23,female,High School,37053,0,RENT,15000,PERSONAL,10.25,0.4,4,624,No,1
1350,26,male,High School,102928,2,MORTGAGE,15000,DEBTCONSOLIDATION,12.73,0.15,3,631,Yes,0
1351,22,male,Master,87086,0,MORTGAGE,5000,EDUCATION,11.01,0.06,3,678,Yes,0
1352,29,male,Doctorate,95720,7,RENT,15733,EDUCATION,13.05,0.16,5,625,No,1
1353,22,female,High School,61414,0,MORTGAGE,12000,VENTURE,7.9,0.2,3,618,Yes,0
1354,30,female,Bachelor,74936,8,MORTGAGE,20000,DEBTCONSOLIDATION,11.36,0.27,8,699,No,0
1355,30,male,Master,62201,11,RENT,4800,PERSONAL,12.69,0.08,10,692,Yes,0
1356,26,female,Associate,48728,1,RENT,10200,MEDICAL,11.01,0.21,3,613,No,0
1357,25,female,High School,32376,3,RENT,8427,EDUCATION,14.08,0.26,4,657,No,1
1358,29,male,Associate,32257,5,MORTGAGE,4000,DEBTCONSOLIDATION,14.74,0.12,9,665,No,1
1359,38,male,High School,74399,18,RENT,1000,EDUCATION,9.45,0.01,12,681,No,0
1360,26,female,Master,136440,6,RENT,10000,HOMEIMPROVEMENT,13.72,0.07,3,666,No,0
1361,25,female,Bachelor,72982,5,MORTGAGE,13000,MEDICAL,14.17,0.18,3,691,No,0
1362,24,female,Associate,169123,0,MORTGAGE,16000,EDUCATION,11.34,0.09,3,630,Yes,0
1363,31,female,Master,47768,8,RENT,5200,DEBTCONSOLIDATION,13.48,0.11,9,620,No,0
1364,23,female,Associate,73043,1,MORTGAGE,1200,EDUCATION,6.03,0.02,3,681,No,0
1365,23,male,Bachelor,43378,1,MORTGAGE,8400,EDUCATION,12.18,0.19,3,677,Yes,0
1366,30,male,High School,47938,5,RENT,5154,DEBTCONSOLIDATION,12.09,0.11,8,548,Yes,0
1367,27,male,High School,53454,5,MORTGAGE,6000,EDUCATION,13.23,0.11,6,609,No,1
1368,36,male,Associate,301158,11,RENT,20000,DEBTCONSOLIDATION,7.88,0.07,17,665,No,0
1369,24,male,Associate,163019,1,MORTGAGE,21000,PERSONAL,10.74,0.13,2,667,No,0
1370,22,male,High School,53945,1,RENT,3600,VENTURE,7.37,0.07,3,692,Yes,0
1371,21,female,High School,94805,0,RENT,9600,DEBTCONSOLIDATION,11.01,0.1,3,635,Yes,0
1372,24,female,High School,29876,1,RENT,3600,DEBTCONSOLIDATION,6.62,0.12,4,643,No,1
1373,27,female,High School,112838,2,MORTGAGE,16000,DEBTCONSOLIDATION,13.57,0.14,10,570,Yes,0
1374,49,female,Bachelor,85030,25,RENT,17000,EDUCATION,11.71,0.2,16,693,Yes,0
1375,30,male,Bachelor,81307,6,MORTGAGE,2500,DEBTCONSOLIDATION,6.39,0.03,7,675,Yes,0
1376,25,female,High School,49209,4,RENT,2000,PERSONAL,10.93,0.04,4,587,Yes,0
1377,34,male,Bachelor,330971,13,MORTGAGE,25000,VENTURE,16.32,0.08,9,632,No,0
1378,32,male,High School,37449,10,RENT,3600,MEDICAL,14.11,0.1,9,581,No,1
1379,31,male,Associate,25538,7,MORTGAGE,1000,DEBTCONSOLIDATION,6.76,0.04,5,576,Yes,0
1380,27,male,Associate,73008,6,RENT,25000,EDUCATION,11.01,0.34,9,579,No,1
1381,25,female,Associate,67108,3,RENT,18000,EDUCATION,12.84,0.27,2,594,No,1
1382,29,male,Associate,74182,8,RENT,10000,VENTURE,16.07,0.13,9,643,No,0
1383,69,male,Bachelor,29668,45,RENT,6000,MEDICAL,6.62,0.2,23,724,No,0
1384,36,male,Bachelor,96905,14,RENT,7600,MEDICAL,13.49,0.08,15,664,Yes,0
1385,24,male,Associate,51384,0,MORTGAGE,8500,MEDICAL,7.51,0.17,4,649,Yes,0
1386,21,male,High School,45480,0,RENT,7500,HOMEIMPROVEMENT,14.84,0.16,2,658,No,1
1387,32,male,Bachelor,33458,10,RENT,6000,MEDICAL,12.73,0.18,10,703,Yes,0
1388,23,female,Bachelor,111440,0,RENT,4000,EDUCATION,5.42,0.04,2,673,Yes,0
1389,33,male,Bachelor,150550,13,MORTGAGE,8800,MEDICAL,10.59,0.06,7,619,Yes,0
1390,22,male,High School,36924,2,RENT,5000,EDUCATION,11.01,0.14,2,641,No,0
1391,26,female,Master,151928,4,MORTGAGE,7500,DEBTCONSOLIDATION,13.92,0.05,2,650,Yes,0
1392,23,female,High School,60648,3,RENT,4000,EDUCATION,12.61,0.07,2,626,Yes,0
1393,24,female,Master,46658,3,RENT,1067,EDUCATION,10.9,0.02,4,687,No,0
1394,22,male,Associate,63583,0,MORTGAGE,10000,EDUCATION,7.88,0.16,3,651,Yes,0
1395,24,female,High School,240642,3,MORTGAGE,3025,DEBTCONSOLIDATION,6.17,0.01,3,583,Yes,0
1396,25,male,Master,53901,4,RENT,8000,EDUCATION,13.35,0.15,3,653,No,1
1397,22,female,High School,34583,1,RENT,3000,EDUCATION,10.59,0.09,3,543,Yes,0
1398,28,female,Associate,150831,5,RENT,6000,PERSONAL,7.51,0.04,10,653,Yes,0
1399,26,female,Bachelor,43203,1,RENT,7200,MEDICAL,9.11,0.17,3,586,No,0
1400,32,male,Associate,29300,9,RENT,10800,DEBTCONSOLIDATION,7.75,0.37,8,605,No,1
1401,23,female,Associate,150956,2,RENT,15000,EDUCATION,12.99,0.1,4,674,Yes,0
1402,22,male,High School,43515,1,MORTGAGE,9600,EDUCATION,5.99,0.22,4,560,Yes,0
1403,24,female,Master,73172,4,RENT,8400,PERSONAL,6.17,0.11,3,650,Yes,0
1404,31,male,Associate,31313,9,RENT,1400,PERSONAL,6.99,0.04,6,634,Yes,0
1405,28,male,Bachelor,43095,8,RENT,4800,DEBTCONSOLIDATION,13.28,0.11,5,675,Yes,0
1406,32,male,Bachelor,73378,12,MORTGAGE,2500,EDUCATION,13.4,0.03,6,725,Yes,0
1407,22,male,Master,50139,0,RENT,2000,EDUCATION,6.62,0.04,3,687,Yes,0
1408,33,female,High School,82447,12,RENT,5000,EDUCATION,13.49,0.06,8,641,No,0
1409,27,male,Master,52547,4,OWN,15000,EDUCATION,7.51,0.29,5,554,Yes,0
1410,58,female,High School,120577,40,MORTGAGE,6000,PERSONAL,5.42,0.05,19,699,No,0
1411,23,female,Master,79116,1,MORTGAGE,5500,DEBTCONSOLIDATION,7.88,0.07,3,560,Yes,0
1412,33,female,Bachelor,65651,10,RENT,15000,HOMEIMPROVEMENT,14.24,0.23,7,557,No,1
1413,28,male,Associate,26449,4,RENT,1000,PERSONAL,7.49,0.04,9,632,No,0
1414,30,male,Associate,91176,4,RENT,12706,MEDICAL,14.93,0.14,6,598,Yes,0
1415,29,female,Master,76497,5,RENT,10000,MEDICAL,7.41,0.13,5,669,No,0
1416,24,male,Bachelor,73010,0,RENT,6000,MEDICAL,7.51,0.08,3,616,No,0
1417,23,male,High School,96779,0,MORTGAGE,10000,EDUCATION,11.01,0.1,2,540,Yes,0
1418,25,male,High School,163083,3,MORTGAGE,25000,PERSONAL,16.07,0.15,4,668,No,0
1419,27,male,Master,120691,2,MORTGAGE,6575,PERSONAL,5.79,0.05,6,677,Yes,0
1420,28,male,High School,54172,3,MORTGAGE,6000,EDUCATION,17.16,0.11,6,613,No,1
1421,22,female,Associate,79534,0,RENT,12000,EDUCATION,13.06,0.15,2,638,Yes,0
1422,23,male,High School,67006,1,RENT,9500,VENTURE,8.17,0.14,4,652,No,0
1423,31,male,Associate,40364,8,RENT,7000,VENTURE,8.9,0.17,10,629,Yes,0
1424,30,female,Doctorate,190541,9,MORTGAGE,20875,DEBTCONSOLIDATION,11.68,0.11,8,627,Yes,0
1425,32,male,Bachelor,31196,12,RENT,5500,VENTURE,11.11,0.18,10,688,Yes,0
1426,28,male,Master,47579,7,RENT,3000,EDUCATION,12.73,0.06,8,663,Yes,0
1427,29,male,Master,73150,6,MORTGAGE,25000,MEDICAL,20,0.34,10,630,No,1
1428,23,male,High School,90782,0,RENT,6000,MEDICAL,6.03,0.07,3,565,Yes,0
1429,35,male,Bachelor,50141,15,MORTGAGE,8000,DEBTCONSOLIDATION,10.83,0.16,6,686,No,0
1430,21,female,Bachelor,28507,0,RENT,6000,HOMEIMPROVEMENT,7.9,0.21,2,699,No,1
1431,26,female,Doctorate,35793,3,MORTGAGE,11200,HOMEIMPROVEMENT,11.14,0.31,4,708,No,1
1432,24,male,Associate,37041,0,RENT,2400,MEDICAL,13.72,0.06,4,571,Yes,0
1433,22,male,Associate,20109,1,RENT,4801,PERSONAL,13.03,0.24,3,629,No,1
1434,27,male,High School,63446,5,MORTGAGE,10000,PERSONAL,7.29,0.16,7,628,Yes,0
1435,23,male,Associate,43889,5,MORTGAGE,6725,HOMEIMPROVEMENT,11.49,0.15,2,670,No,1
1436,22,female,Associate,118447,0,MORTGAGE,25000,PERSONAL,10.25,0.21,3,638,No,1
1437,36,male,Associate,107042,13,RENT,3200,MEDICAL,10.99,0.03,13,558,Yes,0
1438,27,male,Bachelor,31506,5,RENT,1800,VENTURE,6.76,0.06,10,585,Yes,0
1439,25,male,Associate,96819,5,RENT,16000,DEBTCONSOLIDATION,9.88,0.17,3,628,Yes,0
1440,22,female,Bachelor,116288,0,RENT,12000,DEBTCONSOLIDATION,13.61,0.1,3,699,No,0
1441,27,female,Bachelor,79148,0,RENT,28000,EDUCATION,7.9,0.35,6,541,No,1
1442,33,male,Master,175176,8,MORTGAGE,5656,EDUCATION,10.26,0.03,10,612,Yes,0
1443,28,female,Associate,87271,7,MORTGAGE,4500,MEDICAL,6.62,0.05,8,637,No,0
1444,38,male,High School,61311,17,MORTGAGE,10000,PERSONAL,11.01,0.16,15,714,No,0
1445,28,male,Bachelor,19526,3,RENT,5000,HOMEIMPROVEMENT,10.37,0.26,9,576,No,1
1446,30,male,Associate,101683,7,RENT,6000,VENTURE,6.09,0.06,6,666,No,0
1447,27,male,Associate,82601,8,RENT,8000,EDUCATION,10,0.1,5,559,Yes,0
1448,28,male,Associate,47979,10,RENT,6000,EDUCATION,7.85,0.13,7,651,Yes,0
1449,22,female,High School,35918,0,RENT,3300,VENTURE,8.49,0.09,3,663,No,0
1450,23,male,Bachelor,73080,2,MORTGAGE,13000,PERSONAL,7.88,0.18,4,602,Yes,0
1451,22,male,Bachelor,26946,0,RENT,8000,MEDICAL,11.49,0.3,3,597,No,1
1452,28,female,Bachelor,41102,5,MORTGAGE,16700,HOMEIMPROVEMENT,7.66,0.41,9,698,No,0
1453,28,male,Master,39682,7,RENT,9000,PERSONAL,15.62,0.23,10,671,No,1
1454,33,male,Bachelor,108863,12,MORTGAGE,6000,PERSONAL,5.42,0.06,7,601,Yes,0
1455,37,male,High School,58301,14,OWN,3500,MEDICAL,8.49,0.06,15,683,No,0
1456,29,female,Bachelor,100507,6,MORTGAGE,7500,VENTURE,11.01,0.07,10,544,Yes,0
1457,30,female,Bachelor,49373,6,RENT,5500,VENTURE,6.62,0.11,8,690,No,0
1458,24,male,Master,73079,0,MORTGAGE,13000,MEDICAL,7.51,0.18,3,721,No,0
1459,23,male,Bachelor,210937,0,MORTGAGE,21000,PERSONAL,11.99,0.1,3,620,Yes,0
1460,23,female,High School,24007,0,RENT,6000,MEDICAL,13.59,0.25,3,598,No,1
1461,28,female,Associate,35634,4,RENT,14000,HOMEIMPROVEMENT,11.99,0.39,9,615,No,1
1462,25,female,Associate,39545,2,MORTGAGE,7200,MEDICAL,5.42,0.18,4,623,Yes,0
1463,28,female,High School,78073,6,MORTGAGE,8825,PERSONAL,5.99,0.11,5,579,Yes,0
1464,22,male,High School,181091,2,MORTGAGE,25000,VENTURE,11.11,0.14,3,653,Yes,0
